year,prize,country,gender,firstName,lastName,medalCount,affiliation,,,,,,,,,,,,,,,,,,,
2009,Chemistry,Israel,Female,Ada E.,Yonath,1,Weizmann Institute of Science,,,,,,,,,,,,,,,,,,,
2005,Economics,Israel,Male,Robert J.,Aumann,1,University of Jerusalem,,,,,,,,,,,,,,,,,,,
2004,Chemistry,Israel,Male,Aaron,Ciechanover,1,Technion Israel Institute of Technology,,,,,,,,,,,,,,,,,,,
2004,Chemistry,Israel,Male,Avram,Hershko,1,Technion Israel Institute of Technology,,,,,,,,,,,,,,,,,,,
1994,Peace,Israel,Male,Yitzhak,Rabin,1,,,,,,,,,,,,,,,,,,,,
1994,Peace,Israel,Male,F.W.,de Klerk,1,,,,,,,,,,,,,,,,,,,,
1978,Peace,Israel,Male,Amnesty International,,1,,,,,,,,,,,,,,,,,,,,
1966,Literature,Israel,Male,Samuel,Agnon,1,,,,,,,,,,,,,,,,,,,,
1997,Literature,Italy,Male,Dario,Fo,1,,,,,,,,,,,,,,,,,,,,
1986,Physiology or Medicine,Italy,Female,Rita,Levi-Montalcini,1,Institute of Cell Biology of the C.N.R,,,,,,,,,,,,,,,,,,,
1984,Physics,Italy,Male,Carlo,Rubbia,1,CERN,,,,,,,,,,,,,,,,,,,
1975,Literature,Italy,Male,Eugenio,Montale,1,,,,,,,,,,,,,,,,,,,,
1963,Chemistry,Italy,Male,Giulio,Natta,1,Institute of Technology,,,,,,,,,,,,,,,,,,,
1959,Literature,Italy,Male,Salvatore,Quasimodo,1,,,,,,,,,,,,,,,,,,,,
1957,Physiology or Medicine,Italy,Male,Daniel,Bovet,1,Istituto Superiore di Sanità,,,,,,,,,,,,,,,,,,,
1938,Physics,Italy,Male,Enrico,Fermi,1,Rome University,,,,,,,,,,,,,,,,,,,
1934,Literature,Italy,Male,Luigi,Pirandello,1,,,,,,,,,,,,,,,,,,,,
1926,Literature,Italy,Female,Grazia,Deledda,1,,,,,,,,,,,,,,,,,,,,
1909,Physics,Italy,Male,Guglielmo,Marconi,1,Marconi Wireless Telegraph Co. Ltd.,,,,,,,,,,,,,,,,,,,
1907,Peace,Italy,Male,Louis,Renault,1,,,,,,,,,,,,,,,,,,,,
1906,Physiology or Medicine,Italy,Male,Camillo,Golgi,1,Pavia University,,,,,,,,,,,,,,,,,,,
1906,Literature,Italy,Male,Giosuè,Carducci,1,,,,,,,,,,,,,,,,,,,,
2015,Physiology or Medicine,Japan,Male,Satoshi,_mura,1,Kitasato University,,,,,,,,,,,,,,,,,,,
2015,Physics,Japan,Male,Takaaki,Kajita,1,University of Tokyo,,,,,,,,,,,,,,,,,,,
2014,Physics,Japan,Male,Isamu,Akasaki,1,Meijo University,,,,,,,,,,,,,,,,,,,
2014,Physics,Japan,Male,Hiroshi,Amano,1,Nagoya University,,,,,,,,,,,,,,,,,,,
2014,Physics,Japan,Male,Shuji,Nakamura,1,University of California,,,,,,,,,,,,,,,,,,,
2012,Physiology or Medicine,Japan,Male,Shinya,Yamanaka,1,Kyoto University,,,,,,,,,,,,,,,,,,,
2010,Chemistry,Japan,Male,Akira,Suzuki,1,Hokkaido University,,,,,,,,,,,,,,,,,,,
2008,Physics,Japan,Male,Makoto,Kobayashi,1,High Energy Accelerator Research Organization (KEK),,,,,,,,,,,,,,,,,,,
2008,Physics,Japan,Male,Toshihide,Maskawa,1,Kyoto University,,,,,,,,,,,,,,,,,,,
2002,Chemistry,Japan,Male,Koichi,Tanaka,1,Shimadzu Corporation,,,,,,,,,,,,,,,,,,,
2002,Physics,Japan,Male,Masatoshi,Koshiba,1,University of Tokyo,,,,,,,,,,,,,,,,,,,
2001,Chemistry,Japan,Male,Ryoji,Noyori,1,Nagoya University,,,,,,,,,,,,,,,,,,,
2000,Chemistry,Japan,Male,Hideki,Shirakawa,1,University of Tsukuba,,,,,,,,,,,,,,,,,,,
1994,Literature,Japan,Male,Kenzaburo,Oe,1,,,,,,,,,,,,,,,,,,,,
1987,Physiology or Medicine,Japan,Male,Susumu,Tonegawa,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1981,Chemistry,Japan,Male,Kenichi,Fukui,1,Kyoto University,,,,,,,,,,,,,,,,,,,
1974,Peace,Japan,Male,Henry,Kissinger,1,,,,,,,,,,,,,,,,,,,,
1973,Physics,Japan,Male,Leo,Esaki,1,IBM Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,
1968,Literature,Japan,Male,Yasunari,Kawabata,1,,,,,,,,,,,,,,,,,,,,
1965,Physics,Japan,Male,Sin-Itiro,Tomonaga,1,Tokyo University of Education,,,,,,,,,,,,,,,,,,,
1949,Physics,Japan,Male,Hideki,Yukawa,1,Kyoto University,,,,,,,,,,,,,,,,,,,
2004,Peace,Kenya,Female,Shirin,Ebadi,1,,,,,,,,,,,,,,,,,,,,
2011,Peace,Liberia,Female,Leymah,Gbowee,1,,,,,,,,,,,,,,,,,,,,
2011,Peace,Liberia,Female,Tawakkul,Karman,1,,,,,,,,,,,,,,,,,,,,
1990,Literature,Mexico,Male,Octavio,Paz,1,,,,,,,,,,,,,,,,,,,,
1982,Peace,Mexico,Male,Office of the United Nations High Commissioner for Refugees,,1,,,,,,,,,,,,,,,,,,,,
1991,Peace,Myanmar,Female,Mikhail,Gorbachev,1,,,,,,,,,,,,,,,,,,,,
2013,Peace,Netherlands,Institution,European Union (EU),,1,,,,,,,,,,,,,,,,,,,,
1999,Physics,Netherlands,Male,Gerardus,t Hooft,1,Utrecht University,,,,,,,,,,,,,,,,,,,
1999,Physics,Netherlands,Male,Martinus J.G.,Veltman,1,,,,,,,,,,,,,,,,,,,,
1995,Chemistry,Netherlands,Male,Paul J.,Crutzen,1,Max-Planck-Institut,,,,,,,,,,,,,,,,,,,
1984,Physics,Netherlands,Male,Simon,van der Meer,1,CERN,,,,,,,,,,,,,,,,,,,
1969,Economics,Netherlands,Male,Jan,Tinbergen,1,The Netherlands School of Economics,,,,,,,,,,,,,,,,,,,
1953,Physics,Netherlands,Male,Frits,Zernike,1,Groningen University,,,,,,,,,,,,,,,,,,,
1936,Chemistry,Netherlands,Male,Peter,Debye,1,Max-Planck-Institut,,,,,,,,,,,,,,,,,,,
1929,Physiology or Medicine,Netherlands,Male,Christiaan,Eijkman,1,Utrecht University,,,,,,,,,,,,,,,,,,,
1924,Physiology or Medicine,Netherlands,Male,Willem,Einthoven,1,Leiden University,,,,,,,,,,,,,,,,,,,
1913,Physics,Netherlands,Male,Heike Kamerlingh,Onnes,1,Leiden University,,,,,,,,,,,,,,,,,,,
1911,Peace,Netherlands,Male,Alfred,Fried,1,,,,,,,,,,,,,,,,,,,,
1910,Physics,Netherlands,Male,Johannes Diderik,van der Waals,1,Amsterdam University,,,,,,,,,,,,,,,,,,,
1902,Physics,Netherlands,Male,Pieter,Zeeman,1,Amsterdam University,,,,,,,,,,,,,,,,,,,
1902,Physics,Netherlands,Male,Hendrik A.,Lorentz,1,Leiden University,,,,,,,,,,,,,,,,,,,
1901,Chemistry,Netherlands,Male,Jacobus H.,van 't Hoff,1,Berlin University,,,,,,,,,,,,,,,,,,,
1986,Literature,Nigeria,Male,Wole,Soyinka,1,,,,,,,,,,,,,,,,,,,,
2014,Physiology or Medicine,Norway,Female,May-Britt,Moser,1,Centre for Neural Computation,,,,,,,,,,,,,,,,,,,
2014,Physiology or Medicine,Norway,Male,Edvard,Moser,1,Kavli Institute,,,,,,,,,,,,,,,,,,,
2004,Economics,Norway,Male,Finn E.,Kydland,1,University of California,,,,,,,,,,,,,,,,,,,
1989,Economics,Norway,Male,Trygve,Haavelmo,1,University of Oslo,,,,,,,,,,,,,,,,,,,
1969,Chemistry,Norway,Male,Odd,Hassel,1,University of Oslo,,,,,,,,,,,,,,,,,,,
1969,Economics,Norway,Male,Ragnar,Frisch,1,University of Oslo,,,,,,,,,,,,,,,,,,,
1928,Literature,Norway,Female,Sigrid,Undset,1,,,,,,,,,,,,,,,,,,,,
1922,Peace,Norway,Male,Hjalmar,Branting,1,,,,,,,,,,,,,,,,,,,,
1921,Peace,Norway,Male,Léon,Bourgeois,1,,,,,,,,,,,,,,,,,,,,
1920,Literature,Norway,Male,Knut,Hamsun,1,,,,,,,,,,,,,,,,,,,,
1903,Literature,Norway,Male,Bjørnstjerne,Bjørnson,1,,,,,,,,,,,,,,,,,,,,
2014,Peace,Pakistan,Female,Organization for the Prohibition of Chemical Weapons,,1,,,,,,,,,,,,,,,,,,,,
1979,Physics,Pakistan,Male,Abdus,Salam,1,Imperial College,,,,,,,,,,,,,,,,,,,
1994,Peace,Palestinian Territory,Male,Shimon,Peres,1,,,,,,,,,,,,,,,,,,,,
2010,Literature,Peru,Male,Mario,Vargas Llosa,1,,,,,,,,,,,,,,,,,,,,
1996,Literature,Poland,Female,Wislawa,Szymborska,1,,,,,,,,,,,,,,,,,,,,
1983,Peace,Poland,Male,Alva,Myrdal,1,,,,,,,,,,,,,,,,,,,,
1980,Literature,Poland,Male,Czeslaw,Milosz,1,,,,,,,,,,,,,,,,,,,,
1924,Literature,Poland,Male,Wladyslaw,Reymont,1,,,,,,,,,,,,,,,,,,,,
1905,Literature,Poland,Male,Henryk,Sienkiewicz,1,,,,,,,,,,,,,,,,,,,,
1998,Literature,Portugal,Male,José,Saramago,1,,,,,,,,,,,,,,,,,,,,
1949,Physiology or Medicine,Portugal,Male,Egas,Moniz,1,University of Lisbon,,,,,,,,,,,,,,,,,,,
2010,Physics,Russia,Male,Andre,Geim,1,University of Manchester,,,,,,,,,,,,,,,,,,,
2010,Physics,Russia,Male,Konstantin,Novoselov,1,University of Manchester,,,,,,,,,,,,,,,,,,,
2007,Economics,Russia,Male,Leonid,Hurwicz,1,University of Minnesota,,,,,,,,,,,,,,,,,,,
2003,Physics,Russia,Male,Vitaly L.,Ginzburg,1,P.N. Lebedev Physical Institute,,,,,,,,,,,,,,,,,,,
2000,Physics,Russia,Male,Zhores I.,Alferov,1,A.F. Ioffe Physico-Technical Institute,,,,,,,,,,,,,,,,,,,
1908,Physiology or Medicine,Russia,Male,Ilya,Mechnikov,1,Institut Pasteur,,,,,,,,,,,,,,,,,,,
1904,Physiology or Medicine,Russia,Male,Ivan,Pavlov,1,Military Medical Academy,,,,,,,,,,,,,,,,,,,
1992,Literature,Saint Lucia,Male,Derek,Walcott,1,,,,,,,,,,,,,,,,,,,,
2003,Literature,South Africa,Male,J.M.,Coetzee,1,,,,,,,,,,,,,,,,,,,,
1993,Peace,South Africa,Male,Nelson,Mandela,1,,,,,,,,,,,,,,,,,,,,
1993,Peace,South Africa,Male,Rigoberta Menchú,Tum,1,,,,,,,,,,,,,,,,,,,,
1991,Literature,South Africa,Female,Nadine,Gordimer,1,,,,,,,,,,,,,,,,,,,,
1984,Peace,South Africa,Male,Lech,Walesa,1,,,,,,,,,,,,,,,,,,,,
1960,Peace,South Africa,Male,Philip,Noel-Baker,1,,,,,,,,,,,,,,,,,,,,
1951,Physiology or Medicine,South Africa,Male,Max,Theiler,1,Rockefeller Foundation,,,,,,,,,,,,,,,,,,,
2000,Peace,South Korea,Male,Médecins Sans Frontières,,1,,,,,,,,,,,,,,,,,,,,
1990,Peace,Soviet Union,Male,The 14th Dalai Lama,,1,,,,,,,,,,,,,,,,,,,,
1978,Physics,Soviet Union,Male,Pyotr,Kapitsa,1,Academy of Sciences,,,,,,,,,,,,,,,,,,,
1975,Economics,Soviet Union,Male,Leonid Vitaliyevich,Kantorovich,1,Academy of Sciences,,,,,,,,,,,,,,,,,,,
1975,Peace,Soviet Union,Male,Seán,MacBride,1,,,,,,,,,,,,,,,,,,,,
1970,Literature,Soviet Union,Male,Alexandr,Solzhenitsyn,1,,,,,,,,,,,,,,,,,,,,
1965,Literature,Soviet Union,Male,Mikhail,Sholokhov,1,,,,,,,,,,,,,,,,,,,,
1964,Physics,Soviet Union,Male,Nicolay G.,Basov,1,P.N. Lebedev Physical Institute,,,,,,,,,,,,,,,,,,,
1964,Physics,Soviet Union,Male,Aleksandr M.,Prokhorov,1,P.N. Lebedev Physical Institute,,,,,,,,,,,,,,,,,,,
1962,Physics,Soviet Union,Male,Lev,Landau,1,Academy of Sciences,,,,,,,,,,,,,,,,,,,
1958,Physics,Soviet Union,Male,Pavel A.,Cherenkov,1,P.N. Lebedev Physical Institute,,,,,,,,,,,,,,,,,,,
1958,Physics,Soviet Union,Male,Il´ja M.,Frank,1,University of Moscow,,,,,,,,,,,,,,,,,,,
1958,Physics,Soviet Union,Male,Igor Y.,Tamm,1,University of Moscow,,,,,,,,,,,,,,,,,,,
1958,Literature,Soviet Union,Male,Boris,Pasternak,1,,,,,,,,,,,,,,,,,,,,
1956,Chemistry,Soviet Union,Male,Nikolay,Semenov,1,Institute for Chemical Physics of the Academy of Sciences of the USSR,,,,,,,,,,,,,,,,,,,
1989,Literature,Spain,Male,Camilo José,Cela,1,,,,,,,,,,,,,,,,,,,,
1977,Literature,Spain,Male,Vicente,Aleixandre,1,,,,,,,,,,,,,,,,,,,,
1956,Literature,Spain,Male,Juan Ramón,Jiménez,1,,,,,,,,,,,,,,,,,,,,
1922,Literature,Spain,Male,Jacinto,Benavente,1,,,,,,,,,,,,,,,,,,,,
1906,Physiology or Medicine,Spain,Male,Santiago,Ramón y Cajal,1,Madrid University,,,,,,,,,,,,,,,,,,,
1904,Literature,Spain,Male,José,Echegaray,1,,,,,,,,,,,,,,,,,,,,
2015,Chemistry,Sweden,Male,Tomas,Lindahl,1,Francis Crick Institute,,,,,,,,,,,,,,,,,,,
2011,Literature,Sweden,Male,Tomas,Tranströmer,1,,,,,,,,,,,,,,,,,,,,
2000,Physiology or Medicine,Sweden,Male,Arvid,Carlsson,1,Göteborg University,,,,,,,,,,,,,,,,,,,
1982,Physiology or Medicine,Sweden,Male,Sune K.,Bergström,1,Karolinska Institutet,,,,,,,,,,,,,,,,,,,
1982,Physiology or Medicine,Sweden,Male,Bengt I.,Samuelsson,1,Karolinska Institutet,,,,,,,,,,,,,,,,,,,
1982,Peace,Sweden,Female,Alfonso García,Robles,1,,,,,,,,,,,,,,,,,,,,
1981,Physiology or Medicine,Sweden,Male,Torsten N.,Wiesel,1,Havard University,,,,,,,,,,,,,,,,,,,
1981,Physics,Sweden,Male,Kai M.,Siegbahn,1,Uppsala University,,,,,,,,,,,,,,,,,,,
1977,Economics,Sweden,Male,Bertil,Ohlin,1,Stockholm School of Economics,,,,,,,,,,,,,,,,,,,
1974,Economics,Sweden,Male,Gunnar,Myrdal,1,,,,,,,,,,,,,,,,,,,,
1974,Literature,Sweden,Male,Eyvind,Johnson,1,,,,,,,,,,,,,,,,,,,,
1974,Literature,Sweden,Male,Harry,Martinson,1,,,,,,,,,,,,,,,,,,,,
1970,Physiology or Medicine,Sweden,Male,Ulf,von Euler,1,Karolinska Institutet,,,,,,,,,,,,,,,,,,,
1970,Physics,Sweden,Male,Hannes,Alfvén,1,Royal Institute of Technology,,,,,,,,,,,,,,,,,,,
1967,Physiology or Medicine,Sweden,Male,Ragnar,Granit,1,Karolinska Institutet,,,,,,,,,,,,,,,,,,,
1966,Literature,Sweden,Female,Nelly,Sachs,1,,,,,,,,,,,,,,,,,,,,
1961,Peace,Sweden,Male,Albert,Lutuli,1,,,,,,,,,,,,,,,,,,,,
1955,Physiology or Medicine,Sweden,Male,Hugo,Theorell,1,Nobel Medical Institute,,,,,,,,,,,,,,,,,,,
1951,Literature,Sweden,Male,Pär,Lagerkvist,1,,,,,,,,,,,,,,,,,,,,
1948,Chemistry,Sweden,Male,Arne,Tiselius,1,Uppsala University,,,,,,,,,,,,,,,,,,,
1931,Literature,Sweden,Male,Erik Axel,Karlfeldt,1,,,,,,,,,,,,,,,,,,,,
1930,Peace,Sweden,Male,Frank B.,Kellogg,1,,,,,,,,,,,,,,,,,,,,
1929,Chemistry,Sweden,Male,Hans,von Euler-Chelpin,1,Stockholm University,,,,,,,,,,,,,,,,,,,
1926,Chemistry,Sweden,Male,The,Svedberg,1,Uppsala University,,,,,,,,,,,,,,,,,,,
1924,Physics,Sweden,Male,Manne,Siegbahn,1,Uppsala University,,,,,,,,,,,,,,,,,,,
1921,Peace,Sweden,Male,Christian,Lange,1,,,,,,,,,,,,,,,,,,,,
1916,Literature,Sweden,Male,Verner,von Heidenstam,1,,,,,,,,,,,,,,,,,,,,
1912,Physics,Sweden,Male,Gustaf,Dalén,1,Swedish Gas-Accumulator Co.,,,,,,,,,,,,,,,,,,,
1911,Physiology or Medicine,Sweden,Male,Allvar,Gullstrand,1,Uppsala University,,,,,,,,,,,,,,,,,,,
1909,Literature,Sweden,Female,Selma,Lagerlöf,1,,,,,,,,,,,,,,,,,,,,
1908,Peace,Sweden,Male,Fredrik,Bajer,1,,,,,,,,,,,,,,,,,,,,
1903,Chemistry,Sweden,Male,Svante,Arrhenius,1,Stockholm University,,,,,,,,,,,,,,,,,,,
2007,Peace,Switzerland,Institution,Muhammad,Yunus,1,WMO,,,,,,,,,,,,,,,,,,,
2002,Chemistry,Switzerland,Male,Kurt,Wüthrich,1,Eidgenössische Technische Hochschule,,,,,,,,,,,,,,,,,,,
1996,Physiology or Medicine,Switzerland,Male,Rolf M.,Zinkernagel,1,University of Zurich,,,,,,,,,,,,,,,,,,,
1992,Physiology or Medicine,Switzerland,Male,Edmond H.,Fischer,1,University of Washington,,,,,,,,,,,,,,,,,,,
1991,Chemistry,Switzerland,Male,Richard R.,Ernst,1,Eidgenössische Technische Hochschule,,,,,,,,,,,,,,,,,,,
1987,Physics,Switzerland,Male,K. Alex,Müller,1,IBM Zurich Research Laboratory,,,,,,,,,,,,,,,,,,,
1986,Physics,Switzerland,Male,Heinrich,Rohrer,1,IBM Zurich Research Laboratory,,,,,,,,,,,,,,,,,,,
1981,Peace,Switzerland,Institution,Adolfo Pérez,Esquivel,1,,,,,,,,,,,,,,,,,,,,
1978,Physiology or Medicine,Switzerland,Male,Werner,Arber,1,Biozentrum der Universität,,,,,,,,,,,,,,,,,,,
1975,Chemistry,Switzerland,Male,Vladimir,Prelog,1,Eidgenössische Technische Hochschule,,,,,,,,,,,,,,,,,,,
1969,Peace,Switzerland,Institution,René,Cassin,1,,,,,,,,,,,,,,,,,,,,
1963,Peace,Switzerland,Institution,League of Red Cross Societies,,1,,,,,,,,,,,,,,,,,,,,
1963,Peace,Switzerland,Institution,Linus,Pauling,1,,,,,,,,,,,,,,,,,,,,
1954,Peace,Switzerland,Institution,George C.,Marshall,1,,,,,,,,,,,,,,,,,,,,
1950,Physiology or Medicine,Switzerland,Male,Tadeus,Reichstein,1,Basel University,,,,,,,,,,,,,,,,,,,
1949,Physiology or Medicine,Switzerland,Male,Walter,Hess,1,University of Zurich,,,,,,,,,,,,,,,,,,,
1948,Physiology or Medicine,Switzerland,Male,Paul,Müller,1,Laboratorium der Farben-Fabriken J.R. Geigy A.G.,,,,,,,,,,,,,,,,,,,
1946,Literature,Switzerland,Male,Hermann,Hesse,1,,,,,,,,,,,,,,,,,,,,
1944,Peace,Switzerland,Institution,Nansen International Office for Refugees,,1,,,,,,,,,,,,,,,,,,,,
1939,Chemistry,Switzerland,Male,Leopold,Ruzicka,1,Eidgenössische Technische Hochschule,,,,,,,,,,,,,,,,,,,
1938,Peace,Switzerland,Institution,Robert,Cecil,1,,,,,,,,,,,,,,,,,,,,
1937,Chemistry,Switzerland,Male,Paul,Karrer,1,University of Zurich,,,,,,,,,,,,,,,,,,,
1920,Physics,Switzerland,Male,Charles Edouard,Guillaume,1,Bureau International des Poids et Mesures,,,,,,,,,,,,,,,,,,,
1919,Literature,Switzerland,Male,Carl,Spitteler,1,,,,,,,,,,,,,,,,,,,,
1917,Peace,Switzerland,Institution,Henri,La Fontaine,1,,,,,,,,,,,,,,,,,,,,
1913,Chemistry,Switzerland,Male,Alfred,Werner,1,University of Zurich,,,,,,,,,,,,,,,,,,,
1910,Peace,Switzerland,Institution,Auguste,Beernaert,1,,,,,,,,,,,,,,,,,,,,
1909,Physiology or Medicine,Switzerland,Male,Theodor,Kocher,1,Berne University,,,,,,,,,,,,,,,,,,,
1902,Peace,Switzerland,Male,Albert,Gobat,1,,,,,,,,,,,,,,,,,,,,
1902,Peace,Switzerland,Male,Henry,Dunant,1,,,,,,,,,,,,,,,,,,,,
1901,Peace,Switzerland,Male,Frédéric,Passy,1,,,,,,,,,,,,,,,,,,,,
1996,Peace,Timor Leste,Male,José,Ramos-Horta,1,,,,,,,,,,,,,,,,,,,,
1996,Peace,Timor Leste,Male,Joseph,Rotblat,1,,,,,,,,,,,,,,,,,,,,
2015,Peace,Tunisia,Institution,Kailash,Satyarthi,1,,,,,,,,,,,,,,,,,,,,
2015,Chemistry,Turkey,Male,Aziz,Sancar,1,University of North Carolina,,,,,,,,,,,,,,,,,,,
#VALUE!,Literature,Turkey,Male,Orhan,Pamuk,1,,,,,,,,,,,,,,,,,,,,
2015,Literature,Ukraine,Female,Svetlana,Alexievich,1,,,,,,,,,,,,,,,,,,,,
2015,Economics,United Kingdom,Male,Angus,Deaton,1,Princeton University,,,,,,,,,,,,,,,,,,,
2013,Physics,United Kingdom,Male,Peter W.,Higgs,1,University of Edinburgh,,,,,,,,,,,,,,,,,,,
2012,Physiology or Medicine,United Kingdom,Male,Sir John B.,Gurdon,1,Gurdon Institute,,,,,,,,,,,,,,,,,,,
2010,Physiology or Medicine,United Kingdom,Male,Robert G.,Edwards,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
2007,Physiology or Medicine,United Kingdom,Male,Sir Martin J.,Evans,1,Cardiff University,,,,,,,,,,,,,,,,,,,
2007,Literature,United Kingdom,Female,Doris,Lessing,1,,,,,,,,,,,,,,,,,,,,
2005,Literature,United Kingdom,Male,Harold,Pinter,1,,,,,,,,,,,,,,,,,,,,
2003,Economics,United Kingdom,Male,Clive W.J.,Granger,1,University of California,,,,,,,,,,,,,,,,,,,
2003,Physics,United Kingdom,Male,Anthony J.,Leggett,1,University of Illinois,,,,,,,,,,,,,,,,,,,
2003,Physiology or Medicine,United Kingdom,Male,Sir Peter,Mansfield,1,University of Nottingham,,,,,,,,,,,,,,,,,,,
2002,Physiology or Medicine,United Kingdom,Male,Sydney,Brenner,1,The Molecular Sciences Institute,,,,,,,,,,,,,,,,,,,
2002,Physiology or Medicine,United Kingdom,Male,John E.,Sulston,1,The Wellcome Trust,,,,,,,,,,,,,,,,,,,
2001,Physiology or Medicine,United Kingdom,Male,Tim,Hunt,1,Imperial Cancer Research Fund,,,,,,,,,,,,,,,,,,,
2001,Physiology or Medicine,United Kingdom,Male,Sir Paul,Nurse,1,Imperial Cancer Research Fund,,,,,,,,,,,,,,,,,,,
2001,Literature,United Kingdom,Male,V.S.,Naipaul,1,,,,,,,,,,,,,,,,,,,,
1998,Chemistry,United Kingdom,Male,John,Pople,1,Northwestern University,,,,,,,,,,,,,,,,,,,
1998,Peace,United Kingdom,Male,David,Trimble,1,,,,,,,,,,,,,,,,,,,,
1998,Peace,United Kingdom,Male,Jody,Williams,1,,,,,,,,,,,,,,,,,,,,
1997,Chemistry,United Kingdom,Male,John E.,Walker,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
1996,Economics,United Kingdom,Male,James A.,Mirrlees,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1996,Chemistry,United Kingdom,Male,Sir Harold,Kroto,1,University of Sussex,,,,,,,,,,,,,,,,,,,
1995,Peace,United Kingdom,Male,Pugwash Conferences on Science and World Affairs,,1,,,,,,,,,,,,,,,,,,,,
1993,Physiology or Medicine,United Kingdom,Male,Richard J.,Roberts,1,New England Biolabs,,,,,,,,,,,,,,,,,,,
1991,Economics,United Kingdom,Male,Ronald H.,Coase,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1988,Physiology or Medicine,United Kingdom,Male,Sir James W.,Black,1,London University,,,,,,,,,,,,,,,,,,,
1984,Economics,United Kingdom,Male,Richard,Stone,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1983,Literature,United Kingdom,Male,William,Golding,1,,,,,,,,,,,,,,,,,,,,
1982,Chemistry,United Kingdom,Male,Aaron,Klug,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
1982,Physiology or Medicine,United Kingdom,Male,John R.,Vane,1,The Wellcome Trust,,,,,,,,,,,,,,,,,,,
1981,Literature,United Kingdom,Male,Elias,Canetti,1,,,,,,,,,,,,,,,,,,,,
1980,Chemistry,United Kingdom,Male,Frederick,Sanger,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
1979,Physiology or Medicine,United Kingdom,Male,Godfrey N.,Hounsfield,1,"Central Research Laboratories, EMI",,,,,,,,,,,,,,,,,,,
1979,Economics,United Kingdom,Male,Sir Arthur,Lewis,1,Princeton University,,,,,,,,,,,,,,,,,,,
1978,Chemistry,United Kingdom,Male,Peter,Mitchell,1,Glynn Research Laboratories,,,,,,,,,,,,,,,,,,,
1977,Economics,United Kingdom,Male,James E.,Meade,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1977,Physics,United Kingdom,Male,Sir Nevill F.,Mott,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1977,Peace,United Kingdom,Institution,Mairead,Corrigan,1,,,,,,,,,,,,,,,,,,,,
1976,Peace,United Kingdom,Female,Betty,Williams,1,,,,,,,,,,,,,,,,,,,,
1976,Peace,United Kingdom,Female,Andrei,Sakharov,1,,,,,,,,,,,,,,,,,,,,
1974,Physics,United Kingdom,Male,Antony,Hewish,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1974,Physics,United Kingdom,Male,Martin,Ryle,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1974,Economics,United Kingdom,Male,Friedrich August,von Hayek,1,,,,,,,,,,,,,,,,,,,,
1973,Chemistry,United Kingdom,Male,Geoffrey,Wilkinson,1,Imperial College,,,,,,,,,,,,,,,,,,,
1973,Physics,United Kingdom,Male,Brian D.,Josephson,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1973,Physiology or Medicine,United Kingdom,Male,Nikolaas,Tinbergen,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1972,Economics,United Kingdom,Male,John R.,Hicks,1,"All Souls College,",,,,,,,,,,,,,,,,,,,
1972,Physiology or Medicine,United Kingdom,Male,Rodney R.,Porter,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1971,Physics,United Kingdom,Male,Dennis,Gabor,1,Imperial College,,,,,,,,,,,,,,,,,,,
1970,Physiology or Medicine,United Kingdom,Male,Sir Bernard,Katz,1,University College,,,,,,,,,,,,,,,,,,,
1969,Chemistry,United Kingdom,Male,Derek,Barton,1,Imperial College,,,,,,,,,,,,,,,,,,,
1967,Chemistry,United Kingdom,Male,Ronald G.W.,Norrish,1,Institute of Physical Chemistry,,,,,,,,,,,,,,,,,,,
1967,Chemistry,United Kingdom,Male,George,Porter,1,Royal Institution of Great Britain,,,,,,,,,,,,,,,,,,,
1964,Chemistry,United Kingdom,Female,Dorothy Crowfoot,Hodgkin,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1963,Physiology or Medicine,United Kingdom,Male,Andrew F.,Huxley,1,London University,,,,,,,,,,,,,,,,,,,
1963,Physiology or Medicine,United Kingdom,Male,Alan L.,Hodgkin,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1962,Physiology or Medicine,United Kingdom,Male,Maurice,Wilkins,1,London University,,,,,,,,,,,,,,,,,,,
1962,Chemistry,United Kingdom,Male,John C.,Kendrew,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
1962,Chemistry,United Kingdom,Male,Max F.,Perutz,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
